ACT Symbol,Company Name,Security Name,Exchange,CQS Symbol,ETF,Round Lot Size,Test Issue,NASDAQ Symbol
IO,Ion Geophysical Corporation Common Stock,Ion Geophysical Corporation Common Stock,N,IO,N,100.0,N,IO
IOC,InterOil Corporation,InterOil Corporation,N,IOC,N,100.0,N,IOC
IOIL,IQ Global Oil Small Cap ETF,IQ Global Oil Small Cap ETF,P,IOIL,Y,100.0,N,IOIL
IOO,iShares Global 100 ETF,iShares Global 100 ETF,P,IOO,Y,100.0,N,IOO
IOT,"Income Opportunity Realty Investors, Inc. Common Stock","Income Opportunity Realty Investors, Inc. Common Stock",A,IOT,N,100.0,N,IOT
IP,International Paper Company Common Stock,International Paper Company Common Stock,N,IP,N,100.0,N,IP
IPAC,iShares Core MSCI Pacific ETF,iShares Core MSCI Pacific ETF,P,IPAC,Y,100.0,N,IPAC
IPB,"Merrill Lynch & Co., Inc. 6.0518% Index Plus Trust Certificates Series 2003","Merrill Lynch & Co., Inc. 6.0518% Index Plus Trust Certificates Series 2003-1",A,IPB,N,100.0,N,IPB
IPD,SPDR S&P International Consumer Discretionary Sector ETF,SPDR S&P International Consumer Discretionary Sector ETF,P,IPD,Y,100.0,N,IPD
IPE,SPDR Barclays TIPS ETF,SPDR Barclays TIPS ETF,P,IPE,Y,100.0,N,IPE
IPF,SPDR S&P International Financial Sector ETF,SPDR S&P International Financial Sector ETF,P,IPF,Y,100.0,N,IPF
IPFF,iShares International Preferred Stock ETF,iShares International Preferred Stock ETF,P,IPFF,Y,100.0,N,IPFF
IPG,"Interpublic Group of Companies, Inc. (The) Common Stock","Interpublic Group of Companies, Inc. (The) Common Stock",N,IPG,N,100.0,N,IPG
IPHI,Inphi Corporation Common Stock $0.001 par value,Inphi Corporation Common Stock $0.001 par value,N,IPHI,N,100.0,N,IPHI
IPI,"Intrepid Potash, Inc Common Stock","Intrepid Potash, Inc Common Stock",N,IPI,N,100.0,N,IPI
IPK,SPDR S&P International Technology Sector ETF,SPDR S&P International Technology Sector ETF,P,IPK,Y,100.0,N,IPK
IPL$D,Interstate Power & Light Company Perp Prd Ser D,Interstate Power & Light Company Perp Prd Ser D,N,IPLpD,N,100.0,N,IPL-D
IPN,SPDR S&P International Industrial Sector ETF,SPDR S&P International Industrial Sector ETF,P,IPN,Y,100.0,N,IPN
IPO,Renaissance IPO ETF,Renaissance IPO ETF,P,IPO,Y,100.0,N,IPO
IPOS,Renaissance Capital Greenwich Fund,Renaissance Capital Greenwich Fund,P,IPOS,Y,100.0,N,IPOS
IPS,SPDR S&P International Consumer Staples Sector ETF,SPDR S&P International Consumer Staples Sector ETF,P,IPS,Y,100.0,N,IPS
IPU,SPDR S&P International Utilities Sector ETF,SPDR S&P International Utilities Sector ETF,P,IPU,Y,100.0,N,IPU
IPW,SPDR S&P International Energy Sector ETF,SPDR S&P International Energy Sector ETF,P,IPW,Y,100.0,N,IPW
IQDE,FlexShares International Quality Dividend Defensive Index Fund,FlexShares International Quality Dividend Defensive Index Fund,P,IQDE,Y,100.0,N,IQDE
IQDF,FlexShares International Quality Dividend Index Fund,FlexShares International Quality Dividend Index Fund,P,IQDF,Y,100.0,N,IQDF
IQDY,FlexShares International Quality Dividend Dynamic Index Fund,FlexShares International Quality Dividend Dynamic Index Fund,P,IQDY,Y,100.0,N,IQDY
IQI,Invesco Quality Municipal Income Trust Common Stock,Invesco Quality Municipal Income Trust Common Stock,N,IQI,N,100.0,N,IQI
IR,Ingersoll,Ingersoll-Rand plc (Ireland),N,IR,N,100.0,N,IR
IRC,Inland Real Estate Corporation Common Stock,Inland Real Estate Corporation Common Stock,N,IRC,N,100.0,N,IRC
IRC$A,"Inland Real Estate Corporation 8.125% Series A Cumulative Redeemable Preferred Stock, $0.01 par value","Inland Real Estate Corporation 8.125% Series A Cumulative Redeemable Preferred Stock, $0.01 par value",N,IRCpA,N,100.0,N,IRC-A
IRC$B,Inland Real Estate Corporation Redeemable Preferred Series B,Inland Real Estate Corporation Redeemable Preferred Series B,N,IRCpB,N,100.0,N,IRC-B
IRE,Governor and Company of the Bank of Ireland (The) Common Stock,Governor and Company of the Bank of Ireland (The) Common Stock,N,IRE,N,100.0,N,IRE
IRET,Investors Real Estate Trust Shares of Beneficial Interest,Investors Real Estate Trust Shares of Beneficial Interest,N,IRET,N,100.0,N,IRET
IRET$,Investors Real Estate Trust Series A Cumulative Redeemable Preferred Shares of Beneficial Interest,Investors Real Estate Trust Series A Cumulative Redeemable Preferred Shares of Beneficial Interest,N,IRETp,N,100.0,N,IRET-
IRET$B,Investors Real Estate Trust 7.95% Series B Cumulative Redeemable Preferred Shares,Investors Real Estate Trust 7.95% Series B Cumulative Redeemable Preferred Shares,N,IRETpB,N,100.0,N,IRET-B
IRF,International Rectifier Corporation Common Stock,International Rectifier Corporation Common Stock,N,IRF,N,100.0,N,IRF
IRL,"New Ireland Fund, Inc (The) Common Stock","New Ireland Fund, Inc (The) Common Stock",N,IRL,N,100.0,N,IRL
IRM,Iron Mountain Incorporated (Delaware)Common Stock,Iron Mountain Incorporated (Delaware)Common Stock,N,IRM,N,100.0,N,IRM
IRR,Voya Natural Resources Equity Income Fund Common Shares of Beneficial Interest,Voya Natural Resources Equity Income Fund Common Shares of Beneficial Interest,N,IRR,N,100.0,N,IRR
IRS,IRSA Inversiones Y Representaciones S.A. Common Stock,IRSA Inversiones Y Representaciones S.A. Common Stock,N,IRS,N,100.0,N,IRS
IRT,"Independence Realty Trust, Inc. Common Stock","Independence Realty Trust, Inc. Common Stock",A,IRT,N,100.0,N,IRT
IRV,SPDR S&P International Materials Sector ETF,SPDR S&P International Materials Sector ETF,P,IRV,Y,100.0,N,IRV
IRY,SPDR S&P International Health Care Sector ETF,SPDR S&P International Health Care Sector ETF,P,IRY,Y,100.0,N,IRY
ISD,"Prudential Short Duration High Yield Fund, Inc. Common Stock","Prudential Short Duration High Yield Fund, Inc. Common Stock",N,ISD,N,100.0,N,ISD
ISDR,Issuer Direct Corporation Common Stock,Issuer Direct Corporation Common Stock,A,ISDR,N,100.0,N,ISDR
ISF,"ING Group, N.V. Perp Hybrid Cap Secs (Netherlands)","ING Group, N.V. Perp Hybrid Cap Secs (Netherlands)",N,ISF,N,100.0,N,ISF
ISG,"ING Group, N.V. Perpetual Dent Secs 6.125%","ING Group, N.V. Perpetual Dent Secs 6.125%",N,ISG,N,100.0,N,ISG
ISH,International Shipholding Corporation Common Stock,International Shipholding Corporation Common Stock,N,ISH,N,100.0,N,ISH
ISH$A,International Shipholding Corporation Cumulative Redeemable Perpetual Preferred Series A,International Shipholding Corporation Cumulative Redeemable Perpetual Preferred Series A,N,ISHpA,N,100.0,N,ISH-A
ISH$B,International Shipholding Corporation PERP PFD SER B,International Shipholding Corporation PERP PFD SER B,N,ISHpB,N,100.0,N,ISH-B
ISL,"Aberdeen Israel Fund, Inc. (The) Common Stock","Aberdeen Israel Fund, Inc. (The) Common Stock",A,ISL,N,100.0,N,ISL
ISP,ING Groep NV 6.20% Perpetual Debt Securities (Netherlands),ING Groep NV 6.20% Perpetual Debt Securities (Netherlands),N,ISP,N,100.0,N,ISP
ISR,"IsoRay, Inc. Common Stock","IsoRay, Inc. Common Stock",A,ISR,N,100.0,N,ISR
ISRA,Market Vectors Israel ETF,Market Vectors Israel ETF,P,ISRA,Y,100.0,N,ISRA
IST,SPDR S&P International Telecommunications Sector ETF,SPDR S&P International Telecommunications Sector ETF,P,IST,Y,100.0,N,IST
ISTB,iShares Core Short,iShares Core Short-Term USD Bond ETF,P,ISTB,Y,100.0,N,ISTB
IT,"Gartner, Inc. Common Stock","Gartner, Inc. Common Stock",N,IT,N,100.0,N,IT
ITA,iShares U.S. Aerospace & Defense ETF,iShares U.S. Aerospace & Defense ETF,P,ITA,Y,100.0,N,ITA
ITB,iShares U.S. Home Construction ETF,iShares U.S. Home Construction ETF,P,ITB,Y,100.0,N,ITB
ITC,ITC Holdings Corp. Common Stock,ITC Holdings Corp. Common Stock,N,ITC,N,100.0,N,ITC
ITE,SPDR Barclays Intermediate Term Treasury ETF,SPDR Barclays Intermediate Term Treasury ETF,P,ITE,Y,100.0,N,ITE
ITF,iShares Japn Large,iShares Japn Large-Cap ETF,P,ITF,Y,100.0,N,ITF
ITG,"Investment Technology Group, Inc. Common Stock","Investment Technology Group, Inc. Common Stock",N,ITG,N,100.0,N,ITG
ITI,"Iteris, Inc. Common Stock","Iteris, Inc. Common Stock",A,ITI,N,100.0,N,ITI
ITIP,iShares International Inflation,iShares International Inflation-Linked Bond ETF,P,ITIP,Y,100.0,N,ITIP
ITLT,PowerShares DB 3X Italian Treasury Bond Futures ETN,PowerShares DB 3X Italian Treasury Bond Futures ETN,P,ITLT,N,100.0,N,ITLT
ITLY,PowerShares DB Italian Treasury Bond Futures ETN,PowerShares DB Italian Treasury Bond Futures ETN,P,ITLY,N,100.0,N,ITLY
ITM,Market Vectors Intermediate Municipal Index ETF,Market Vectors Intermediate Municipal Index ETF,P,ITM,Y,100.0,N,ITM
ITOT,iShares Core S&P Total U.S. Stock Market ETF,iShares Core S&P Total U.S. Stock Market ETF,P,ITOT,Y,100.0,N,ITOT
ITR,SPDR Barclays Intermediate Term Corporate Bond ETF (based on Barclays Capital Intermediate U.S. Corporate Index symbol LD06TRUU,SPDR Barclays Intermediate Term Corporate Bond ETF (based on Barclays Capital Intermediate U.S. Corporate Index symbol LD06TRUU,P,ITR,Y,100.0,N,ITR
ITT,ITT Corporation Common Stock New,ITT Corporation Common Stock New,N,ITT,N,100.0,N,ITT
ITUB,Itau Unibanco Banco Holding SA American Depositary Shares (Each repstg 500 Preferred shares),Itau Unibanco Banco Holding SA American Depositary Shares (Each repstg 500 Preferred shares),N,ITUB,N,100.0,N,ITUB
ITW,Illinois Tool Works Inc. Common Stock,Illinois Tool Works Inc. Common Stock,N,ITW,N,100.0,N,ITW
IUSB,iShares Core Total USD Bond Market ETF,iShares Core Total USD Bond Market ETF,P,IUSB,Y,100.0,N,IUSB
IUSG,iShares Core U.S. Growth ETF,iShares Core U.S. Growth ETF,P,IUSG,Y,100.0,N,IUSG
IUSV,iShares Core U.S. Vaue ETF,iShares Core U.S. Vaue ETF,P,IUSV,Y,100.0,N,IUSV
IVAL,ValueShares International Quantitative Value ETF,ValueShares International Quantitative Value ETF,Z,IVAL,Y,100.0,N,IVAL
IVC,Invacare Corporation Common Stock,Invacare Corporation Common Stock,N,IVC,N,100.0,N,IVC
IVE,iShares S&P 500 Value ETF,iShares S&P 500 Value ETF,P,IVE,Y,100.0,N,IVE
IVH,Ivy High Income Opportunities Fund Common Shares of Beneficial Interest,Ivy High Income Opportunities Fund Common Shares of Beneficial Interest,N,IVH,N,100.0,N,IVH
IVOG,Vanguard S&P Mid,Vanguard S&P Mid-Cap 400 Growth ETF,P,IVOG,Y,100.0,N,IVOG
IVOO,Vanguard S&P Mid,Vanguard S&P Mid-Cap 400 ETF,P,IVOO,Y,100.0,N,IVOO
IVOP,iPath Inverse S&P 500 VIX Short Term Futures,iPath Inverse S&P 500 VIX Short Term Futures,P,IVOP,N,100.0,N,IVOP
IVOV,Vanguard S&P Mid,Vanguard S&P Mid-Cap 400 Value ETF,P,IVOV,Y,100.0,N,IVOV
IVR,INVESCO MORTGAGE CAPITAL INC Common Stock,INVESCO MORTGAGE CAPITAL INC Common Stock,N,IVR,N,100.0,N,IVR
IVR$A,Invesco Mortgage Capital Inc. Pfd Ser A,Invesco Mortgage Capital Inc. Pfd Ser A,N,IVRpA,N,100.0,N,IVR-A
IVR$B,Invesco Mortgage Capital Inc. Preferred Series B Cum Fxd to Fltg,Invesco Mortgage Capital Inc. Preferred Series B Cum Fxd to Fltg,N,IVRpB,N,100.0,N,IVR-B
IVV,iShares Core S&P 500 ETF,iShares Core S&P 500 ETF,P,IVV,Y,100.0,N,IVV
IVW,iShares S&P 500 Growth ETF,iShares S&P 500 Growth ETF,P,IVW,Y,100.0,N,IVW
IVZ,Invesco Plc New Common Stock,Invesco Plc New Common Stock,N,IVZ,N,100.0,N,IVZ
IWB,iShares Russell 1000 ETF,iShares Russell 1000 ETF,P,IWB,Y,100.0,N,IWB
IWC,iShares Microcap ETF,iShares Microcap ETF,P,IWC,Y,100.0,N,IWC
IWD,iShares Russell 1000 Value ETF,iShares Russell 1000 Value ETF,P,IWD,Y,100.0,N,IWD
IWF,iShares Russell 1000 Growth ETF,iShares Russell 1000 Growth ETF,P,IWF,Y,100.0,N,IWF
IWL,iShares Russell Top 200 ETF,iShares Russell Top 200 ETF,P,IWL,Y,100.0,N,IWL
IWM,iShares Russell 2000 ETF,iShares Russell 2000 ETF,P,IWM,Y,100.0,N,IWM
IWN,iShares Russell 2000 Value ETF,iShares Russell 2000 Value ETF,P,IWN,Y,100.0,N,IWN
IWO,iShares Russell 2000 Growth ETF,iShares Russell 2000 Growth ETF,P,IWO,Y,100.0,N,IWO
IWP,iShares Russell Midcap Growth ETF,iShares Russell Midcap Growth ETF,P,IWP,Y,100.0,N,IWP
IWR,iShares Russell Mid,iShares Russell Mid-Cap ETF,P,IWR,Y,100.0,N,IWR
IWS,iShares Russell Mid,iShares Russell Mid-cap Value ETF,P,IWS,Y,100.0,N,IWS
IWV,iShares Russell 3000 ETF,iShares Russell 3000 ETF,P,IWV,Y,100.0,N,IWV
IWX,iShares Russell Top 200 Value ETF,iShares Russell Top 200 Value ETF,P,IWX,Y,100.0,N,IWX
IWY,iShares Russell Top 200 Growth ETF,iShares Russell Top 200 Growth ETF,P,IWY,Y,100.0,N,IWY
IX,Orix Corp Ads Common Stock,Orix Corp Ads Common Stock,N,IX,N,100.0,N,IX
IXC,iShares Global Energy ETF,iShares Global Energy ETF,P,IXC,Y,100.0,N,IXC
IXG,iShares Global Financial ETF,iShares Global Financial ETF,P,IXG,Y,100.0,N,IXG
IXJ,iShares Global Healthcare ETF,iShares Global Healthcare ETF,P,IXJ,Y,100.0,N,IXJ
IXN,iShares Global Tech ETF,iShares Global Tech ETF,P,IXN,Y,100.0,N,IXN
IXP,iShares Global Telecom ETF,iShares Global Telecom ETF,P,IXP,Y,100.0,N,IXP
IXUS,iShares Core MSCI Total International Stock ETF,iShares Core MSCI Total International Stock ETF,P,IXUS,Y,100.0,N,IXUS
IYC,iShares U.S. Consumer Services ETF,iShares U.S. Consumer Services ETF,P,IYC,Y,100.0,N,IYC
IYE,iShares U.S. Energy ETF,iShares U.S. Energy ETF,P,IYE,Y,100.0,N,IYE
IYF,iShares U.S. Financial ETF,iShares U.S. Financial ETF,P,IYF,Y,100.0,N,IYF
IYG,iShares U.S. Financial Services ETF,iShares U.S. Financial Services ETF,P,IYG,Y,100.0,N,IYG
IYH,iShares U.S. Healthcare ETF,iShares U.S. Healthcare ETF,P,IYH,Y,100.0,N,IYH
IYJ,iShares U.S. Industrials ETF,iShares U.S. Industrials ETF,P,IYJ,Y,100.0,N,IYJ
IYK,iShares U.S. Consumer Goods ETF,iShares U.S. Consumer Goods ETF,P,IYK,Y,100.0,N,IYK
IYLD,iShares Morningstar Multi,iShares Morningstar Multi-Asset Income ETF,Z,IYLD,Y,100.0,N,IYLD
IYM,iShares U.S. Basic Materials ETF,iShares U.S. Basic Materials ETF,P,IYM,Y,100.0,N,IYM
IYR,iShares U.S. Real Estate ETF,iShares U.S. Real Estate ETF,P,IYR,Y,100.0,N,IYR
IYT,iShares Transportation AverageETF,iShares Transportation AverageETF,P,IYT,Y,100.0,N,IYT
IYW,iShares U.S. Technology ETF,iShares U.S. Technology ETF,P,IYW,Y,100.0,N,IYW
IYY,iShares Dow Jones U.S. ETF,iShares Dow Jones U.S. ETF,P,IYY,Y,100.0,N,IYY
IYZ,iShares U.S. Telecommunications ETF,iShares U.S. Telecommunications ETF,P,IYZ,Y,100.0,N,IYZ
JAH,Jarden Corporation Common Stock,Jarden Corporation Common Stock,N,JAH,N,100.0,N,JAH
JBK,Lehman ABS 3.50 3.50% Adjustable Corp Backed Tr Certs GS Cap I,Lehman ABS 3.50 3.50% Adjustable Corp Backed Tr Certs GS Cap I,N,JBK,N,100.0,N,JBK
JBL,"Jabil Circuit, Inc. Common Stock","Jabil Circuit, Inc. Common Stock",N,JBL,N,100.0,N,JBL
JBN,"Select Asset Inc. Select Asset Inc. on behalf of Corporate Backed Callable Trust Certificates, J.C. Penney Debenture Backed Series 2007","Select Asset Inc. Select Asset Inc. on behalf of Corporate Backed Callable Trust Certificates, J.C. Penney Debenture Backed Series 2007-1 Trust",N,JBN,N,100.0,N,JBN
JBR,"Select Asset Inc. Corporate Backed Callable Trust Certificates, J.C. Penney Debenture","Select Asset Inc. Corporate Backed Callable Trust Certificates, J.C. Penney Debenture-Backed Series 2006-1, Class A-1",N,JBR,N,100.0,N,JBR
JBT,John Bean Technologies Corporation Common Stock,John Bean Technologies Corporation Common Stock,N,JBT,N,100.0,N,JBT
JCE,Nuveen Core Equity Alpha Fund Nuveen Core Equity Alpha Fund Common Shares of Beneficial Interest,Nuveen Core Equity Alpha Fund Nuveen Core Equity Alpha Fund Common Shares of Beneficial Interest,N,JCE,N,100.0,N,JCE
JCI,"Johnson Controls, Inc. Common Stock","Johnson Controls, Inc. Common Stock",N,JCI,N,100.0,N,JCI
JCP,"J.C. Penney Company, Inc. Holding Company Common Stock","J.C. Penney Company, Inc. Holding Company Common Stock",N,JCP,N,100.0,N,JCP
JDD,Nuveen Diversified Dividend and Income Fund Shares of Beneficial Interest,Nuveen Diversified Dividend and Income Fund Shares of Beneficial Interest,N,JDD,N,100.0,N,JDD
JDST,Direxion Daily Junior Gold Miners Index Bear 3X Shares,Direxion Daily Junior Gold Miners Index Bear 3X Shares,P,JDST,Y,100.0,N,JDST
JE,"Just Energy Group, Inc. Ordinary Shares (Canada)","Just Energy Group, Inc. Ordinary Shares (Canada)",N,JE,N,100.0,N,JE
JEC,Jacobs Engineering Group Inc. Common Stock,Jacobs Engineering Group Inc. Common Stock,N,JEC,N,100.0,N,JEC
JEM,iPath GEMS Index ETN,iPath GEMS Index ETN,P,JEM,N,100.0,N,JEM
JEQ,"Aberdeen Japan Equity Fund, Inc.  Common Stock","Aberdeen Japan Equity Fund, Inc.  Common Stock",N,JEQ,N,100.0,N,JEQ
JFC,"JPMorgan China Region  Fund, Inc. Common Stock","JPMorgan China Region  Fund, Inc. Common Stock",N,JFC,N,100.0,N,JFC
JFR,Nuveen Floating Rate Income Fund Common Stock,Nuveen Floating Rate Income Fund Common Stock,N,JFR,N,100.0,N,JFR
JGBD,PowerShares DB 3X Inverse Govt Bond Futures ETN,PowerShares DB 3X Inverse Govt Bond Futures ETN,P,JGBD,N,100.0,N,JGBD
JGBL,PowerShares DB Japanese Govt Bond Futures ETN,PowerShares DB Japanese Govt Bond Futures ETN,P,JGBL,N,100.0,N,JGBL
JGBS,PowerShares DB Inverse Japanese Govt Bond Futures ETN,PowerShares DB Inverse Japanese Govt Bond Futures ETN,P,JGBS,N,100.0,N,JGBS
JGBT,PowerShares DB 3X Japanese Govt Bond Futures ETN,PowerShares DB 3X Japanese Govt Bond Futures ETN,P,JGBT,N,100.0,N,JGBT
JGH,Nuveen Global High Income Fund Common Shares of Beneficial Interest,Nuveen Global High Income Fund Common Shares of Beneficial Interest,N,JGH,N,100.0,N,JGH
JGV,Nuveen Global Equity Income Fund,Nuveen Global Equity Income Fund,N,JGV,N,100.0,N,JGV
JGW,J.G. Wentworth Company (The) Class A Common Stock,J.G. Wentworth Company (The) Class A Common Stock,N,JGW,N,100.0,N,JGW
JHI,John Hancock Investors Trust Common Stock,John Hancock Investors Trust Common Stock,N,JHI,N,100.0,N,JHI
JHP,Nuveen Quality Preferred Income Fund 3 Preferred Income 3,Nuveen Quality Preferred Income Fund 3 Preferred Income 3,N,JHP,N,100.0,N,JHP
JHS,John Hancock Income Securities Trust Common Stock,John Hancock Income Securities Trust Common Stock,N,JHS,N,100.0,N,JHS
JHX,James Hardie Industries plc American Depositary Shares (Ireland),James Hardie Industries plc American Depositary Shares (Ireland),N,JHX,N,100.0,N,JHX
JJA,iPath Bloomberg Agriculture Total Return Sub,iPath Bloomberg Agriculture Total Return Sub-Index ETN,P,JJA,N,100.0,N,JJA
JJC,iPath Bloomberg Copper Subindex Total Return Sub,iPath Bloomberg Copper Subindex Total Return Sub-Index ETN,P,JJC,N,100.0,N,JJC
JJE,iPath Bloomberg Energy Total Return Sub,iPath Bloomberg Energy Total Return Sub-Index ETN,P,JJE,N,100.0,N,JJE
JJG,iPath Bloomberg Grains Total Return Sub,iPath Bloomberg Grains Total Return Sub-Index ETN,P,JJG,N,100.0,N,JJG
JJM,iPath Bloomberg Industrial Metals Total Return Sub,iPath Bloomberg Industrial Metals Total Return Sub-Index ETN,P,JJM,N,100.0,N,JJM
JJN,iPath Bloomberg Nickel Subindex Total Return ETN,iPath Bloomberg Nickel Subindex Total Return ETN,P,JJN,N,100.0,N,JJN
JJP,iPath Bloomberg Precious Metals Subindex Total Return SM Index ETN,iPath Bloomberg Precious Metals Subindex Total Return SM Index ETN,P,JJP,N,100.0,N,JJP
JJS,iPath Bloomberg Softs Subindex Total Return SM Index ETN,iPath Bloomberg Softs Subindex Total Return SM Index ETN,P,JJS,N,100.0,N,JJS
JJT,iPath Bloomberg Tin Subindex Total Return SM ETN,iPath Bloomberg Tin Subindex Total Return SM ETN,P,JJT,N,100.0,N,JJT
JJU,iPath Bloomberg Aluminum Subindex Total Return SM IndexETN,iPath Bloomberg Aluminum Subindex Total Return SM IndexETN,P,JJU,N,100.0,N,JJU
JKD,iShares Morningstar Large,iShares Morningstar Large-Cap ETF,P,JKD,Y,100.0,N,JKD
JKE,iShares Morningstar Large,iShares Morningstar Large-Cap Growth ETF,P,JKE,Y,100.0,N,JKE
JKF,iShares Morningstar Large,iShares Morningstar Large-Cap  Value ETF,P,JKF,Y,100.0,N,JKF
JKG,iShares Morningstar Mid,iShares Morningstar Mid-Cap ETF,P,JKG,Y,100.0,N,JKG
JKH,iShares Morningstar Mid,iShares Morningstar Mid-Cap Growth ETF,P,JKH,Y,100.0,N,JKH
JKI,iShares Morningstar Mid,iShares Morningstar Mid-Cap Value ETF,P,JKI,Y,100.0,N,JKI
JKJ,iShares Morningstar Small,iShares Morningstar Small-Cap ETF,P,JKJ,Y,100.0,N,JKJ
JKK,iShares Morningstar Small,iShares Morningstar Small-Cap Growth ETF,P,JKK,Y,100.0,N,JKK
JKL,iShares Morningstar Small,iShares Morningstar Small-Cap Value ETFnd,P,JKL,Y,100.0,N,JKL
JKS,JinkoSolar Holding Company Limited American Depositary Shares (each representing 4 Common Shares),JinkoSolar Holding Company Limited American Depositary Shares (each representing 4 Common Shares),N,JKS,N,100.0,N,JKS
JLL,Jones Lang LaSalle Incorporated Common Stock,Jones Lang LaSalle Incorporated Common Stock,N,JLL,N,100.0,N,JLL
JLS,Nuveen Mortgage Opportunity Term Fund Nuveen Mortgage Opportunity Term Fund,Nuveen Mortgage Opportunity Term Fund Nuveen Mortgage Opportunity Term Fund,N,JLS,N,100.0,N,JLS
JMEI,"Jumei International Holding Limited American Depositary Shares, each representing one Class A ordinary share","Jumei International Holding Limited American Depositary Shares, each representing one Class A ordinary share",N,JMEI,N,100.0,N,JMEI
JMF,Nuveen Energy MLP Total Return Fund Common Shares of Beneficial Interest,Nuveen Energy MLP Total Return Fund Common Shares of Beneficial Interest,N,JMF,N,100.0,N,JMF
JMI,Javelin Mortgage Investment Corp. Common Stock,Javelin Mortgage Investment Corp. Common Stock,N,JMI,N,100.0,N,JMI
JMLP,Nuveen All Cap Energy MLP Opportunities Fund Common Shares of Beneficial Interest,Nuveen All Cap Energy MLP Opportunities Fund Common Shares of Beneficial Interest,N,JMLP,N,100.0,N,JMLP
JMM,Nuveen Multi,Nuveen Multi-Market Income Fund (MA),N,JMM,N,100.0,N,JMM
JMP,JMP Group LLC Common Shares,JMP Group LLC Common Shares,N,JMP,N,100.0,N,JMP
JMPB,JMP Group Inc 8.00% Senior Notes due 2023,JMP Group Inc 8.00% Senior Notes due 2023,N,JMPB,N,100.0,N,JMPB
JMPC,JMP Group Inc 7.25% Senior Notes due 2021,JMP Group Inc 7.25% Senior Notes due 2021,N,JMPC,N,100.0,N,JMPC
JMT,Nuveen Mortgage Opportunity Term Fund 2 Common Shares of Beneficial Interest,Nuveen Mortgage Opportunity Term Fund 2 Common Shares of Beneficial Interest,N,JMT,N,100.0,N,JMT
JNJ,Johnson & Johnson Common Stock,Johnson & Johnson Common Stock,N,JNJ,N,100.0,N,JNJ
JNK,SPDR Barclays High Yield Bond ETF,SPDR Barclays High Yield Bond ETF,P,JNK,Y,100.0,N,JNK
JNPR,"Juniper Networks, Inc. Common Stock","Juniper Networks, Inc. Common Stock",N,JNPR,N,100.0,N,JNPR
JNS,"Janus Capital Group, Inc. Cmn Stk","Janus Capital Group, Inc. Cmn Stk",N,JNS,N,100.0,N,JNS
JNUG,Direxion Daily Junior Gold Miners Index Bull 3X Shares,Direxion Daily Junior Gold Miners Index Bull 3X Shares,P,JNUG,Y,100.0,N,JNUG
JO,iPath Bloomberg Coffee Subindex Total Return SM Index ETN,iPath Bloomberg Coffee Subindex Total Return SM Index ETN,P,JO,N,100.0,N,JO
JOB,"General Employment Enterprises, Inc. Common Stock","General Employment Enterprises, Inc. Common Stock",A,JOB,N,100.0,N,JOB
JOE,St. Joe Company (The) Common Stock,St. Joe Company (The) Common Stock,N,JOE,N,100.0,N,JOE
JOF,Japan Smaller Capitalization Fund Inc Common Stock,Japan Smaller Capitalization Fund Inc Common Stock,N,JOF,N,100.0,N,JOF
JONE,"Jones Energy, Inc. Class A Common Stock","Jones Energy, Inc. Class A Common Stock",N,JONE,N,100.0,N,JONE
JOY,Joy Global Inc. Common Stock,Joy Global Inc. Common Stock,N,JOY,N,100.0,N,JOY
JPC,Nuveen  Preferred Income Opportunities Fund,Nuveen  Preferred Income Opportunities Fund,N,JPC,N,100.0,N,JPC
JPEM,JPMorgan Diversified Return Emerging Markets Equity ETF,JPMorgan Diversified Return Emerging Markets Equity ETF,P,JPEM,Y,100.0,N,JPEM
JPEP,JP Energy Partners LP Common units representing limited partner interests,JP Energy Partners LP Common units representing limited partner interests,N,JPEP,N,100.0,N,JPEP
JPGE,JPMorgan Diversified Return Global Equity ETF,JPMorgan Diversified Return Global Equity ETF,P,JPGE,Y,100.0,N,JPGE
JPI,Nuveen Preferred and Income Term Fund Common Shares of Beneficial Interest,Nuveen Preferred and Income Term Fund Common Shares of Beneficial Interest,N,JPI,N,100.0,N,JPI
JPIN,JPMorgan Diversified Return International Equity ETF,JPMorgan Diversified Return International Equity ETF,P,JPIN,Y,100.0,N,JPIN
JPM,JP Morgan Chase & Co. Common Stock,JP Morgan Chase & Co. Common Stock,N,JPM,N,100.0,N,JPM
JPM$A,J P Morgan Chase & Co Depositary Shs Repstg 1/400 Pfd Ser P,J P Morgan Chase & Co Depositary Shs Repstg 1/400 Pfd Ser P,N,JPMpA,N,100.0,N,JPM-A
JPM$B,JP Morgan Chase & Co Depositary Shares Representing 1/400th Preferred Series T,JP Morgan Chase & Co Depositary Shares Representing 1/400th Preferred Series T,N,JPMpB,N,100.0,N,JPM-B
JPM$C,"JPMorgan Chase Capital XXIX 6.70% Capital Securities, Series CC","JPMorgan Chase Capital XXIX 6.70% Capital Securities, Series CC",N,JPMpC,N,100.0,N,JPM-C
JPM$D,JPMorgan Chase Bank N A London Branch Depositary Shs Repstg 1/400th Pfd Ser O,JPMorgan Chase Bank N A London Branch Depositary Shs Repstg 1/400th Pfd Ser O,N,JPMpD,N,100.0,N,JPM-D
