ACT Symbol,Company Name
EVER$A,EverBank Financial Corp. Depositary Shares Representing 1/1000th Perpetual Preferred Series A
EVF,Eaton Vance Senior Income Trust Common Stock
EVG,Eaton Vance Short Diversified Income Fund Eaton Vance Short Duration Diversified Income Fund Common Shares of Beneficial Interest
EVGN,Evogene Ltd Ordinary shares (Israel)
EVHC,"Envision Healthcare Holdings, Inc. Common Stock"
EVN,Eaton Vance Municipal Income Trust Common Stock
EVR,Evercore Partners Inc Class A Common Stock
EVT,Eaton Vance Tax Advantaged Dividend Income Fund Common Shares of Beneficial Interest
EVTC,"Evertec, Inc. Common Stock"
EW,Edwards Lifesciences Corporation Common Stock
EXAM,"ExamWorks Group, Inc. Common Stock"
EXAR,Exar Corporation Common Stock
EXC,Exelon Corporation Common Stock
EXCU,Exelon Corp. Conv Unit
EXD,Eaton Vance Tax
EXG,Eaton Vance Tax
EXH,"Exterran Holdings, Inc. Common Stock"
EXK,Endeavour Silver Corporation Ordinary Shares (Canada)
EXL,"Excel Trust, Inc. Common Stock"
EXL$B,"Excel Trust, Inc. 8.125% Series B Cumulative Redeemable Preferred Stock, $0.01 par value"
EXP,Eagle Materials Inc Common Stock
EXPR,"Express, Inc. Common Stock"
EXR,Extra Space Storage Inc Common Stock
EZT,"Entergy Texas Inc First Mortgage Bonds 5.625% Series due June 1, 2064"
F,Ford Motor Company Common Stock
FAC,First Acceptance Corporation
FAF,First American Corporation (New) Common Stock
FAM,First Trust/Aberdeen Global Opportunity Income Fund First Trust/Aberdeen Global Opportunity Income Fund Common Shares of Beneficial Interest
FAV,First Trust Dividend and Income Fund Common Shares of Beneficial Interest
FBC,"Flagstar Bancorp, Inc. Common Stock"
FBHS,"Fortune Brands Home & Security, Inc. Common Stock"
FBP,First BanCorp. New Common Stock
FBR,Fibria Celulose S.A.
FBS$A,First Preferred Cap Tr Iv First Preferred Capital Trust IV 8.15% Cum Trust Pfd Sec
FC,Franklin Covey Company Common Stock
FCAM,Fiat Chrysler Automobiles N.V. Mandatory Convertible Securities
FCAU,Fiat Chrysler Automobiles N.V. Common Shares
FCB,"FCB Financial Holdings, Inc. Class A Common Stock"
FCE.A,"Forest City Enterprises, Inc. Common Stock"
FCE.B,"Forest City Enterprises, Inc. Common Stock"
FCF,First Commonwealth Financial Corporation Common Stock
FCH,FelCor Lodging Trust Incorporated Common Stock
FCH$A,FelCor Lodging Trust Incorporated Preferred Stock
FCH$C,FelCor Lodging Trust Incorporated Dep Shares Representing 1/100 Preferred Series C
FCN,"FTI Consulting, Inc. Common Stock"
FCT,First Trust Senior Floating Rate Income Fund II Common Shares of Beneficial Interest
FCX,Freeport
FDI,"Fort Dearborn Income Securities, Inc. Common Stock"
FDO,"Family Dollar Stores, Inc. Common Stock"
FDP,"Fresh Del Monte Produce, Inc. Common Stock"
FDS,FactSet Research Systems Inc. Common Stock
FDX,FedEx Corporation Common Stock
FE,FirstEnergy Corporation Common Stock
FEI,First Trust MLP and Energy Income Fund Common Shares of Beneficial Interest
FELP,Foresight Energy LP Common Units representing Limited Partner Interests
FENG,"Phoenix New Media Limited American Depositary Shares, each representing 8 Class A ordinary shares."
FEO,First Trust/Aberdeen Emerging Opportunity Fund Common Shares of Beneficial Interest
FET,"Forum Energy Technologies, Inc. Common Stock"
FF,FutureFuel Corp.  Common shares
FFA,First Trust Enhanced Equity Income Fund
FFC,Flaherty & Crumrine Preferred Securities Income Fund Incorporated
FFG,"FBL Financial Group, Inc. Common Stock"
FGB,First Trust Specialty Finance and Financial Opportunities Fund
FGL,Fidelity & Guaranty Life Common Stock
FGP,"Ferrellgas Partners, L.P. Common Stock"
FHN,First Horizon National Corporation Common Stock
FHN$A,First Horizon National Corporation Depositary Shares
FHY,First Trust Strategic High Income Fund II First Trust Strategic High Income Fund II Common Shares of Beneficial Interest
FI,Frank's International N.V. Common Stock
FICO,Fair Isaac Corproation Common Stock
FIF,First Trust Energy Infrastructure Fund Common Shares of Beneficial Interest
FIG,Fortress Investment Group LLC Class A Common Stock
FII,"Federated Investors, Inc. Common Stock"
FIS,"Fidelity National Information Services, Inc. Common Stock"
FIX,"Comfort Systems USA, Inc. Common Stock"
FL,"Foot Locker, Inc."
FLC,Flaherty & Crumrine Total Return Fund Inc Common Stock
FLO,"Flowers Foods, Inc. Common Stock"
FLR,Fluor Corporation Common Stock
FLS,Flowserve Corporation Common Stock
FLT,"FleetCor Technologies, Inc. Common Stock"
FLTX,Fleetmatics Group PLC Ordinary Shares
FLY,Fly Leasing Limited
FMC,FMC Corporation Common Stock
FMD,First Marblehead Corporation (The) Common Stock
FMER$A,FirstMerit Corporation Depositary Shares
FMN,Federated Premier Municipal Income Fund Federated Premier Municipal Income Fund
FMO,Fiduciary/Claymore MLP Opportunity Fund Fiduciary/Claymore MLP Opportunity Fund Common Shares of Beneficial Interest
FMS,Fresenius Medical Care AG Common Stock
FMSA,FMSA Holdings Inc. Common Stock
FMX,Fomento Economico Mexicano S.A.B. de C.V. Common Stock
FMY,First Trust Motgage Income Fund Common Shares of Beneficial Interest
FN,Fabrinet Ordinary Shares
FNB,F.N.B. Corporation Common Stock
FNB$E,"F.N.B. Corporation Depositary Shares, each representing a 1/40th interest in a share of Fixed"
FNF,"FNF Group of Fidelity National Financial, Inc. Common Stock"
FNFG$B,First Niagara Financial Group Inc. PFD NON CUM SER B FXD/FLTG
FNFV,"FNFV Group of Fidelity National Financial, Inc. Common Stock"
FNV,Franco
FOE,Ferro Corporation Common Stock
FOF,Cohen & Steers Closed
FOR,Forestar Group Inc Common Stock
FPF,First Trust Intermediate Duration Preferred & Income Fund Common Shares of Beneficial Interest
FPL,First Trust New Opportunities MLP & Energy Fund Common Shares of Beneficial Interest
FPO,First Potomac Realty Trust Common Shares of Beneficial Interest
FPO$A,First Potomac Realty Trust CUMULATIVE REDEEMABLE PFD PERPETUAL SER A
FPT,Federated Premier Intermediate Municipal Income Fund Federated Premier Intermediate Municipal Income Fund
FR,"First Industrial Realty Trust, Inc. Common Stock"
FRA,Blackrock Floating Rate Income Strategies Fund Inc  Common Stock
FRC,FIRST REPUBLIC BANK Common Stock
FRC$A,First Republicbank Corp DEP SHS REPSTG 1/40TH PERP PFD SER A
FRC$B,First Republic Bank Depositary Shares Representing 1/40th Perpetual Preferred Series B
FRC$C,FIRST REPUBLIC BANK Dep Shs Repstg 1/40th Perp Pfd Ser C
FRC$D,First Republic Bank San Francisco California Depositary Shares Representing 1/40th Perpetual Preferred Series D
FRC$E,FIRST REPUBLIC BANK Depositary Shs Repstg 1/40th Perp Pfd Ser E Fixed To Fltg (RATE)
FRM,Furmanite Corporation Common Stock
FRO,Frontline Ltd. Ordinary Shares
FRT,Federal Realty Investment Trust Common Stock
FSCE,Fifth Street Finance Corp. 5.875% Senior Notes due 2024
FSD,First Trust High Income Long Short Fund Common Shares of Beneficial Interest
FSIC,FS Investment Corporation Common Stock
FSL,"Freescale Semiconductor, Ltd Common Shares"
FSM,Fortuna Silver Mines Inc Ordinary Shares (Canada)
FSS,Federal Signal Corporation Common Stock
FT,Franklin Universal Trust Common Stock
FTI,"FMC Technologies, Inc. Common Stock"
FTK,"Flotek Industries, Inc. Common Stock"
FTT,Federated Enhanced Treasury Income Fund Common Shares of Beneficial Interest
FUL,H. B. Fuller Company Common Stock
FUN,"Cedar Fair, L.P. Common Stock"
FUR,Winthrop Realty Trust New Common Stock
FVE,"Five Star Quality Care, Inc. Common Stock"
FXCM,FXCM Inc. Class A Common Stock
G,Genpact Limited Common Stock
GAB,"Gabelli Equity Trust, Inc. (The) Common Stock"
GAB$D,"Gabelli Equity Trust, Inc. (The) Preferred Stock Series D"
GAB$G,"Gabelli Equity Trust, Inc. (The) Series G Cumulative Preferred Stock"
GAB$H,"Gabelli Equity Trust, Inc. (The) Pfd Ser H"
GAM,"General American Investors, Inc. Common Stock"
GAM$B,"General American Investors Company, Inc. Cumulative Preferred Stock"
GAS,"AGL Resources, Inc. Common Stock"
GB,"Greatbatch, Inc. Common Stock"
GBAB,Guggenheim Build America Bonds Managed Duration Trust Common Shares of Beneficial Interest
GBL,"Gamco Investors, Inc. Common Stock"
GBX,"Greenbrier Companies, Inc. (The) Common Stock"
GCA,"Global Cash Access Holdings, Inc. Common Stock"
GCAP,"GAIN Capital Holdings, Inc. Common Stock"
GCH,"Aberdeen Greater China Fund, Inc. Common Stock"
GCI,"Gannett Co., Inc. Common Stock"
GCO,Genesco Inc. Common Stock
GCV,"Gabelli Convertible and Income Securities Fund, Inc. (The) Common Stock"
GCV$B,"Gabelli Convertible and Income Securities Fund, Inc. (The) Series B 6.00% Cumulative Preferred Stock"
GD,General Dynamics Corporation Common Stock
GDF,"Western Asset Global Partners Income Fund, Inc. Common Stock"
GDL,"GDL Fund, The Common Shares of Beneficial Interest"
GDL$B,The GDL Fund Series B Cumulative Puttable and Callable Preferred Shares
GDO,Western Asset Global Corporate Defined Opportunity Fund Inc. Western Asset Global Corporate Defined Opportunity Fund Inc.
GDOT,"Green Dot Corporation Class A Common Stock, $0.001 par value"
GDP,Goodrich Petroleum Corporation Common Stock
GDP$C,Goodrich Petroleum Corporation Depositary Shares Representing 1/1000th Preferred Series C
GDP$D,Goodrich Petroleum Corporation Depositary Shares Representing 1/1000th Preferred Series D
GDV,Gabelli Dividend & Income Trust Common Shares of Beneficial Interest
GDV$A,Gabelli Dividend & Income Tr Preferred Series A
GDV$D,Gabelli Dividend Pfd Series D
GE,General Electric Company Common Stock
GEB,"General Electric Company 4.875% Notes due October 15, 2052"
GEF,Greif Inc. Class A Common Stock
GEF.B,"Greif, Inc. Corporation Class B Common Stock"
GEH,"General Electric Capital Corporation 4.876% Notes due January 29, 2053"
GEK,"General Electric Capital Corporation 4.70% Notes due May 16, 2053"
GEL,"Genesis Energy, L.P. Common Units"
GEO,Geo Group Inc (The) REIT
GEQ,Guggenheim Equal Weight Enhanced Equity Income Fund Common Shares of Beneficial Interest
GER,Goldman Sachs MLP Energy Renaissance Fund
GES,"Guess?, Inc. Common Stock"
GF,"New Germany Fund, Inc. (The) Common Stock"
GFA,Gafisa SA Gafisa S.A. American Depositary Shares
GFF,Griffon Corporation Common Stock
GFI,Gold Fields Limited American Depositary Shares
GFIG,GFI Group Inc. Common Stock
GFY,Western Asset Variable Rate Strategic Fund Inc. Common Stock
GG,Goldcorp Inc. Common Stock
GGB,Gerdau S.A. Common Stock
GGE,Guggenheim Enhanced Equity Strategy Fund
GGG,Graco Inc. Common Stock
GGM,Guggenheim Credit Allocation Fund Common Shares of Beneficial Interest
GGP,"General Growth Properties, Inc. Common Stock"
GGP$A,"General Growth Properties, Inc. Preferred Series A"
GGT,Gabelli Multi
GGT$B,Gabelli Multi
GGZ,Gabelli Global Small and Mid Cap Value Trust (The) Common Shares of Beneficial Interest
GHC,Graham Holdings Company Common Stock
GHI,"Global High Income Fund, Inc. Common Stock"
GHL,"Greenhill & Co., Inc. Common Stock"
GHM,Graham Corporation Common Stock
GHY,"Prudential Global Short Duration High Yield Fund, Inc. Common Stock"
GIB,"CGI Group, Inc. Common Stock"
GIL,"Gildan Activewear, Inc. Class A Sub. Vot. Common Stock"
GIM,"Templeton Global Income Fund, Inc. Common Stock"
GIMO,Gigamon Inc. Common Stock
GIS,"General Mills, Inc. Common Stock"
GJH,Synthetic Fixed
GJO,Synthetic Fixed
GJP,Synthetic Fixed
GJR,Synthetic Fixed
GJS,"Goldman Sachs Group Securities STRATS Trust for Goldman Sachs Group Securities, Series 2006"
GJT,Synthetic Fixed
GJV,Synthetic Fixed
GLF,"GulfMark Offshore, Inc. New Common Stock"
GLOB,Globant S.A. Common Shares
GLOG,GasLog Ltd. Common Shares
GLOP,GasLog Partners LP Common Units representing limited partnership interests
GLP,Global Partners LP Global Partners LP Common Units representing Limited Partner Interests
GLPW,Global Power Equipment Group Inc Common Stock
GLT,Glatfelter Common Stock
GLW,Corning Incorporated Common Stock
GM,General Motors Company Common Stock
GM.A,General Motors Company Warrant (Expires 07/10/2016)
GM.B,General Motors Company Warrant (Expires 07/10/2019)
GM.C,"General Motors Company Warrants (expiring December 31, 2015)"
GME,Gamestop Corporation Common Stock
GMED,"Globus Medical, Inc. Class A Common Stock"
GMK,"GRUMA, S.A.B de C.V. Common Stock"
GMT,GATX Corporation Common Stock
GMZ,Goldman Sachs MLP Income Opportunities Fund
GNC,"GNC Holdings, Inc. Class A Common Stock"
GNE,Genie Energy Ltd. Class B Common Stock Stock
GNE$A,Genie Energy Ltd. Series 2012
GNI,Great Northern Iron Ore Properties Common Stock
GNRC,Generac Holdlings Inc. Common Stock
GNT,"GAMCO Natural Resources, Gold & Income Trust"
GNW,Genworth Financial Inc Common Stock
GOF,Guggenheim Strategic Opportunities Fund Common Shares of Beneficial Interest
GOL,Gol Linhas Aereas Inteligentes S.A. Sponsored ADR representing Pfd Shares
GOV,Government Properties Income Trust Common Shares of Beneficial Interest
GPC,Genuine Parts Company Common Stock
GPE$A,"Georgia Power Company Georgia Power Company 6 1/8% Series Class A Preferred Stock, Non"
GPI,"Group 1 Automotive, Inc. Common Stock"
GPK,Graphic Packaging Holding Company
GPM,Guggenheim Enhanced Equity Income Fund
GPN,Global Payments Inc. Common Stock
GPRK,Geopark Ltd Common Shares
GPS,"Gap, Inc. (The) Common Stock"
GPT,Gramercy Property Trust Inc. Common Stock
GPT$B,Gramercy Property Trust Inc. Preferred Series B
GPX,GP Strategies Corporation Common Stock
GRA,W.R. Grace & Co. Common Stock
GRAM,"Grana y Montero S.A.A. American Depositary Shares, each representing five Common Shares"
GRO,Agria Corporation American Depositary Shares
GRP.U,"Granite Real Estate Inc. Stapled Units, each consisting of one unit of Granite Real Estate Trust and one common share of Granite REIT Inc."
GRR,"Asia Tigers Fund, Inc. (The) Common Stock"
GRT,Glimcher Realty Trust Common Stock
GRT$G,Glimcher Realty Trust Preferred Shares of Beneficial Interest Series G
GRT$H,Glimcher Reatly Tr Pfd Sh Ben Int Ser H %
GRT$I,Glimcher Realty Trust 6.875% Cumulative Redeemable Preferred Shares of Beneficial Interest
GRUB,GrubHub Inc. Common Stock
GRX,The Gabelli Healthcare & Wellness Trust Common Shares of Beneficial Interest
GRX$A,Gabelli Healthcare PFD SER A
GRX$B,Gabelli Healthcare Preferred Series B
GS,"Goldman Sachs Group, Inc. (The) Common Stock"
GS$A,"Goldman Sachs Group, Inc. (The) Depositary Shares each representing 1/1000th Interest in a Share of Floating Rate Non"
GS$B,"Goldman Sachs Group, Inc. (The) Depositary Share repstg 1/1000th Preferred Series B"
GS$C,"Goldman Sachs Group, Inc. (The) Depositary Share repstg 1/1000th Preferred Series C"
GS$D,"Goldman Sachs Group, Inc. (The) Dep Shs repstg 1/1000 Pfd Ser D Fltg"
GS$I,"Goldman Sachs Group, Inc. (The) Perpetual Preferred Series I"
GS$J,Goldman Sachs Group Inc Depositary Shs Repstg 1/1000th Pfd Ser J Fixed to Fltg Rate
GS$K,"Goldman Sachs Group, Inc. (The) Dep Shs Repstg 1/1000 Int Sh Fxd/Fltg Non Cum Pfd Stk Ser K"
GSF,"Goldman Sachs Group, Inc. (The) 6.125% Notes due 2060"
GSH,Guangshen Railway Company Limited Common Stock
GSI,"General Steel Holdings, Inc. Common Stock"
GSJ,"Goldman Sachs Group, Inc. (The) 6.50% Notes due 2061"
GSK,GlaxoSmithKline PLC Common Stock
GSL,Global Ship Lease Inc New Class A Common Shares
GSL$B,"Global Ship Lease, Inc. Depository Shares Representing 1/100th Perpetual Preferred Series B% (Marshall Island)"
GTI,GrafTech International Ltd (Holding Co.) Common Stock
GTN,"Gray Communications Systems, Inc. Common Stock"
GTN.A,"Gray Television, Inc. CLass A Common Stock"
GTS,Triple
GTT,"GTT Communications, Inc. Common Stock"
GTY,Getty Realty Corporation Common Stock
GUA,"Gulf Power Company Series 2011A 5.75% Senior Notes due June 1, 2051"
GUT,Gabelli Utility Trust (The) Common Stock
GUT$A,Gabelli Utility Trust (The) 5.625% Series A Cumulative Preferred Shares
GVA,Granite Construction Incorporated Common Stock
GWB,"Great Western Bancorp, Inc. Common Stock"
GWR,Genesee & Wyoming Inc. Class A Common Stock
GWRE,"Guidewire Software, Inc. Common Stock"
GWRU,"Genesee & Wyoming, Inc. Tangible Equity Unit"
GWW,"W.W. Grainger, Inc. Common Stock"
GXP,Great Plains Energy Incorporated Common Stock
GXP$A,Great Plains Energy Incorporated Preferred Stock
GXP$D,Great Plains Energy Incorporated Preferred Stock
GXP$E,Great Plains Energy Incorporated Preferred Stock
GY,GenCorp Inc. Common Stock
GYB,CABCO Series 2004
GYC,Corporate Asset Backed Corp CABCO Corporate Asset Backed Corporation CABCO Series 2004
GZT,Gazit
H,Hyatt Hotels Corporation Class A Common Stock
HAE,Haemonetics Corporation Common Stock
HAL,Halliburton Company Common Stock
HAR,"Harman International Industries, Incorporated Common Stock"
HASI,"Hannon Armstrong Sustainable Infrastructure Capital, Inc. Common Stock"
HBI,Hanesbrands Inc. Common Stock
HBM,Hudbay Minerals Inc Ordinary Shares (Canada)
HBM.W,HudBay Minerals Inc Warrants Expiring 07/20/2018 (Canada)
HCA,"HCA Holdings, Inc. Common Stock"
HCC,"HCC Insurance Holdings, Inc. Common Stock"
HCI,"HCI Group, Inc. Common Stock"
HCJ,"HCI Group, Inc. 8% Senior Notes due 2020"
HCLP,Hi
HCN,"Health Care REIT, Inc. Common Stock"
HCN$I,"Health Care REIT, Inc. PFD PERPETUAL CONV SER I"
HCN$J,HEALTH CARE REIT INC Preferred Stock 6.5% PFD SERIES J
HCP,"HCP, Inc. Common Stock"
HD,"Home Depot, Inc. (The) Common Stock"
HDB,HDFC Bank Limited Common Stock
HDY,HyperDynamics Corporation Common Stock
HE,"Hawaiian Electric Industries, Inc. Common Stock"
HE$U,"Hawaiian Electric Industries, Inc. 6.5 % Cum QUIPS"
HEI,Heico Corporation Common Stock
HEI.A,Heico Corporation Common Stock
HELI,CHC Group Ltd. Ordinary Shares
HEP,"Holly Energy Partners, L.P. Common Stock"
HEQ,John Hancock Hedged Equity & Income Fund Common Shares of Beneficial Interest
HES,Hess Corporation Common Stock
HF,"HFF, Inc. Common Stock, Class A"
HFC,HollyFrontier Corporation Common Stock
HGG,"HHGregg, Inc. Common Stock"
HGH,"Hartford Financial Services Group, Inc. (The) 7.875% Fixed to Floating Rate Junior Subordinated Debentures due 2042"
HGR,"Hanger, Inc. Common Stock ($0.01 Par Value)"
HGT,Hugoton Royalty Trust Common Stock
HHC,Howard Hughes Corporation (The) Common Stock
HHS,Harte
HHY,Brookfield High Income Fund Inc.
HI,Hillenbrand Inc Common Stock
HIE,Miller/Howard High Income Equity Fund Common Shares of Beneficial Interest
HIG,"Hartford Financial Services Group, Inc. (The) Common Stock"
HIG.W,"Hartford Financial Services Group, Inc. (The) Warrants expiring June 26, 2019"
HII,"Huntington Ingalls Industries, Inc. Common Stock"
HIL,"Hill International, Inc. Common Stock"
HIO,"Western Asset High Income Opportunity Fund, Inc. Common Stock"
HIVE,"Aerohive Networks, Inc. Common Stock"
HIW,"Highwoods Properties, Inc. Common Stock"
HIX,Western Asset High Income Fund II Inc. Common Stock
HJV,"MS Structured Asset Corp MS Structured Asset Corp. SATURNS J.C. Penney Company, Inc. Debenture Backed Series 2007"
HK,Halcon Resources Corporation Common Stock
HL,Hecla Mining Company Common Stock
HL$B,Hecla Mining Company Preferred Stock
HLF,Herbalife Ltd. Common Stock
HLS,HealthSouth Corporation Common Stock
HLT,Hilton Worldwide Holdings Inc. Common Stock
HLX,"Helix Energy Solutions Group, Inc. Common Stock"
HMC,"Honda Motor Company, Ltd. Common Stock"
HME,"Home Properties, Inc. Common Stock"
HMLP,Hoegh LNG Partners LP Common Units representing Limited Partner Interests
HMN,Horace Mann Educators Corporation Common Stock
HMY,Harmony Gold Mining Company Limited
HNI,HNI Corporation Common Stock
HNP,Huaneng Power Intl Common Stock
HNR,Harvest Natural Resources Inc
HNT,Health Net Inc. Common Stock
HOG,Harley
HON,Honeywell International Inc. Common Stock
HOS,Hornbeck Offshore Services Common Stock
HOT,"Starwood Hotels & Resorts Worldwide, Inc. Common Stock"
HOV,"Hovnanian Enterprises, Inc. Class A Common Stock"
HP,"Helmerich & Payne, Inc. Common Stock"
HPF,John Hancock Pfd Income Fund II Pfd Income Fund II
HPI,John Hancock Preferred Income Fund Common Shares of Beneficial Interest
HPP,"Hudson Pacific Properties, Inc. Common Stock"
HPP$B,"Hudson Pacific Properties, Inc. 8.375% Series B Cumulative Redeemable Preferred shares"
HPQ,Hewlett
HPS,John Hancock Preferred Income Fund III Preferred Income Fund III
HPT,Hospitality Properites Trust Common Stock
HPT$D,Hospitality Properties Trust Preferred Stock
HPY,"Heartland Payment Systems, Inc. Common Stock"
HQH,Tekla Healthcare Investors Common Stock
HQL,TeklaLife Sciences Investors Common Stock
HR,Healthcare Realty Trust Incorporated Common Stock
HRB,"H&R Block, Inc. Common Stock"
HRC,Hill
HRG,Harbinger Group Inc Common Stock
HRL,Hormel Foods Corporation Common Stock
HRS,Harris Corporation Common Stock
HRTG,"Heritage Insurance Holdings, Inc. Common Stock"
HSBC,"HSBC Holdings, plc. Common Stock"
HSBC$A,"HSBC Holdings, plc. ADR SER A REP 1/40 PFD SER A"
HSC,Harsco Corporation Common Stock
HSEA,"HSBC Holdings, plc. Perpetual Sub Cap Secs"
HSEB,HSBC Holdings plc PERP SUB CAP SECS EXCH PREF SHS SER 2 (United Kingdom)
HSFC$B,HSBC Finance Corp Dep. Shares reptsg 1/40 Preferred Series B
HSP,Hospira Inc
HST,"Host Hotels & Resorts, Inc. Common Stock"
HSY,The Hershey Company Common Stock
HT,Hersha Hospitality Trust Class A Common Shares of Beneficial Interest
HT$B,Hersha Hospitality Trust PFD SER B
HT$C,Hersha Hospitality Trust 6.875% Series C Cumulative Redeemable Preferred Shares of Beneficial Interest
HTA,"Healthcare Trust of America, Inc. Class A Common Stock"
HTD,John Hancock Tax Advantaged Dividend Income Fund Common Shares of Beneficial Interest
HTF,Horizon Technology Finance Corporation 7.375% Senior Notes due 2019
HTGC,"Hercules Technology Growth Capital, Inc. Common Stock"
HTGX,"Hercules Technology Growth Capital, Inc. 6.25% Notes due 2024"
HTGY,"Hercules Technology Growth Capital, Inc. 7.00% Senior Notes due 2019"
HTGZ,"Hercules Technology Growth Capital, Inc. 7.00% Note due 2019"
HTH,Hilltop Holdings Inc.
HTR,Brookfield Total Return Fund Inc. (The) Common Stock
HTS,Hatteras Financial Corp Hatteras Financial Corp  Common Stock
HTS$A,Hatteras Financial Corp Cum Redeemable Pfd Ser A
HTY,John Hancock Tax
HTZ,"Hertz Global Holdings, Inc Common Stock"
HUB.A,Hubbell Inc A Common Stock
HUB.B,Hubbell Inc Common Stock Class B
HUBS,"HubSpot, Inc. Common Stock"
HUM,Humana Inc. Common Stock
HUN,Huntsman Corporation Common Stock
HUSI$D,"HSBC USA, Inc. Preferred Stock"
HUSI$F,"HSBC USA, Inc. Preferred Series F Floating Rate"
HUSI$G,"HSBC USA, Inc. Dep Shs repstg 1/40 Preferred Series G"
HUSI$H,"HSBC USA, Inc. Depositary Sh repstg 1/40th Preferred Series H"
HUSI$Z,"HSBC USA, Inc. Preferred Stock"
HVB,Hudson Valley Holding Corp. Common Stock
HVT,"Haverty Furniture Companies, Inc. Common Stock"
HVT.A,"Haverty Furniture Companies, Inc. Common Stock"
HW,Headwaters Incorporated Common Stock
HXL,Hexcel Corporation Common Stock
HY,Hyster
HYB,"New America High Income Fund, Inc. (The) Common Stock"
HYF,"Managed High Yield Plus Fund, Inc. Common Stock"
HYH,"Halyard Health, Inc. Common Stock"
HYI,Western Asset High Yield Defined Opportunity Fund Inc. Common Stock
HYT,"Blackrock Corporate High Yield Fund, Inc. Common Stock"
HZO,"MarineMax, Inc. Common Stock"
I,Intelsat S.A. Common Shares
I$A,Intelsat S.A. Series A mandatory convefrtible junior non
IAE,Voya Asia Pacific High Dividend Equity Income Fund ING Asia Pacific High Dividend Equity Income Fund Common Shares of Beneficial Interest
IAG,Iamgold Corporation Ordinary Shares
IBA,"Industrias Bachoco, S.A.B. de C.V. Common Stock"
IBM,International Business Machines Corporation Common Stock
IBN,ICICI Bank Limited Common Stock
IBP,"Installed Building Products, Inc. Common Stock"
ICA,Empresas Ica Soc Contrladora Common Stock
ICB,"MS Income Securities, Inc. Common Stock"
ICD,"Independence Contract Drilling, Inc. Common Stock"
ICE,Intercontinental Exchange Inc. Common Stock
ICL,Israel Chemicals Limited Ordinary Shares
IDA,"IDACORP, Inc. Common Stock"
IDE,"Voya Infrastructure, Industrials and Materials Fund Common Shares of Beneficial Interest"
IDG,ING GROEP N V PREF CTF 7.3750% Perp Hybrid Cap Secs (Netherlands)
IDT,IDT Corporation Class B Common Stock
IEH,Integrys Energy Group 6.00% Junior Subordinated Notes Due 2073
IEX,IDEX Corporation Common Stock
IFF,"Internationa Flavors & Fragrances, Inc. Common Stock"
IFN,"India Fund, Inc. (The) Common Stock"
IFT,"Imperial Holdings, Inc. Common Stock"
IGA,Voya Global Advantage and Premium Opportunity Fund Common Shares of Beneficial Interest
IGD,Voya Global Equity Dividend and Premium Opportunity Fund
IGI,Western Asset Investment Grade Defined Opportunity Trust Inc. Common Stock
IGR,CBRE Clarion Global Real Estate Income Fund Common Stock
IGT,International Game Technology Common Stock
IHC,Independence Holding Company Common Stock
IHD,Voya Emerging Markets High Income Dividend Equity Fund Common Shares
IHG,Intercontinental Hotels Group American Depositary Shares (Each representing one Ordinary Share)
IHS,IHS Inc. IHS Inc. Class A Common Stock
IID,Voya International High Dividend Equity Income Fund Common Shares of Beneficial Interest
IIF,"Morgan Stanley India Investment Fund, Inc. Common Stock"
IIM,Invesco Value Municipal Income Trust Common Stock
IL,"IntraLinks Holdings, Inc. Common Stock $0.001 par value"
IM,Ingram Micro Inc. Common Stock
IMAX,Imax Corporation Common Stock
IMN,Imation Corporation Common Stock
IMPR,"Imprivata, Inc. Common Stock"
IMPV,"Imperva, Inc. Common Stock"
IMS,"IMS Health Holdings, Inc. Common Stock"
INB,"Cohen & Steers Global Income Builder, Inc. Common Shares of Beneficial Interest"
IND,"ING Group, N.V. Perpetual Debt Securities"
INF,Brookfield Global Listed Infrastructure Income Fund Closed End Fund
INFY,Infosys Limited American Depositary Shares
ING,"ING Group, N.V. Common Stock"
INGR,Ingredion Incorporated Common Stock
INN,"Summit Hotel Properties, Inc. Common Stock"
INN$A,"Summit Hotel Properties, Inc. 9.25% Series A Cumulative Redeemable Preferred Stock"
INN$B,"Summit Hotel Properties, Inc. Pfd Ser B"
INN$C,"Summit Hotel Properties, Inc. 7.125% Series C Cumulative Redeemable Preferred Stock"
INT,World Fuel Services Corporation Common Stock
INVN,"InvenSense, Inc. Common Stock"
INXN,InterXion Holding N.V. Ordinary Shares (0.01 nominal value)
INZ,Ing Groep NV Perpetual Debt Securities
IO,Ion Geophysical Corporation Common Stock
IOC,InterOil Corporation
IP,International Paper Company Common Stock
IPG,"Interpublic Group of Companies, Inc. (The) Common Stock"
IPHI,Inphi Corporation Common Stock $0.001 par value
IPI,"Intrepid Potash, Inc Common Stock"
IPL$D,Interstate Power & Light Company Perp Prd Ser D
IQI,Invesco Quality Municipal Income Trust Common Stock
IR,Ingersoll
IRC,Inland Real Estate Corporation Common Stock
IRC$A,"Inland Real Estate Corporation 8.125% Series A Cumulative Redeemable Preferred Stock, $0.01 par value"
IRC$B,Inland Real Estate Corporation Redeemable Preferred Series B
IRE,Governor and Company of the Bank of Ireland (The) Common Stock
IRET,Investors Real Estate Trust Shares of Beneficial Interest
IRET$,Investors Real Estate Trust Series A Cumulative Redeemable Preferred Shares of Beneficial Interest
IRET$B,Investors Real Estate Trust 7.95% Series B Cumulative Redeemable Preferred Shares
